#    time      flux     flux_err 
    1.21561   0.99970   0.00086 
    1.23062   1.00011   0.00071 
    1.24562   0.99941   0.00061 
    1.26063   1.00058   0.00095 
    1.27564   0.99882   0.00098 
    1.29065   1.00063   0.00066 
    1.30565   0.99840   0.00082 
    1.32066   1.00026   0.00093 
    1.33567   1.00058   0.00100 
    1.35068   1.00056   0.00061 
    1.36568   0.99868   0.00073 
    1.38069   0.99946   0.00070 
    1.39570   0.99969   0.00072 
    1.41071   1.00024   0.00077 
    1.42571   0.99858   0.00062 
    1.44072   1.00049   0.00068 
    1.45573   1.00059   0.00063 
    1.47074   1.00052   0.00063 
    1.48574   0.99856   0.00074 
    1.50075   0.99996   0.00089 
    1.51576   0.99950   0.00089 
    1.53077   1.00039   0.00067 
    1.54577   0.99890   0.00075 
    1.56078   0.99904   0.00081 
    1.57579   0.99999   0.00060 
    1.59080   1.00020   0.00099 
    1.60580   0.99923   0.00078 
    1.62081   0.99948   0.00068 
    1.63582   1.00004   0.00074 
    1.65083   1.00051   0.00064 
    1.66583   1.00072   0.00070 
    1.68084   0.99813   0.00072 
    1.69585   1.00024   0.00100 
    1.71086   0.99972   0.00081 
    1.72586   0.99805   0.00089 
    1.74087   1.00096   0.00089 
    1.75588   1.00011   0.00079 
    1.77089   1.00007   0.00076 
    1.78589   0.99937   0.00071 
    1.80090   0.99994   0.00092 
    1.81591   0.99938   0.00098 
    1.83092   0.99812   0.00092 
    1.84592   0.99940   0.00078 
    1.86093   1.00036   0.00099 
    1.87594   0.99883   0.00081 
    1.89095   1.00034   0.00076 
    1.90595   0.99973   0.00083 
    1.92096   0.99881   0.00078 
    1.93597   0.99952   0.00079 
    1.95098   0.99866   0.00094 
    1.96598   1.00050   0.00081 
    1.98099   1.00039   0.00074 
    1.99600   0.99974   0.00080 
    2.01101   1.00052   0.00061 
    2.02601   0.99971   0.00097 
    2.04102   0.99952   0.00097 
    2.05603   1.00261   0.00097 
    2.07104   0.99916   0.00081 
    2.08604   0.99968   0.00068 
    2.10105   1.00008   0.00076 
    2.11606   0.99989   0.00097 
    2.13107   1.00010   0.00068 
    2.14607   1.00036   0.00083 
    2.16108   0.99878   0.00064 
    2.17609   1.00130   0.00064 
    2.19110   1.00038   0.00090 
    2.20610   1.00024   0.00061 
    2.22111   1.00048   0.00066 
    2.23612   1.00134   0.00085 
    2.25113   0.99927   0.00079 
    2.26613   0.99946   0.00092 
    2.28114   0.99864   0.00088 
    2.29615   0.99940   0.00080 
    2.31116   0.99929   0.00082 
    2.32616   1.00147   0.00095 
    2.34117   0.99849   0.00099 
    2.35618   0.99981   0.00066 
    2.37119   0.99914   0.00064 
    2.38619   1.00011   0.00068 
    2.40120   1.00036   0.00082 
    2.41621   0.99968   0.00060 
    2.43122   1.00021   0.00069 
    2.44622   0.99953   0.00096 
    2.46123   1.00041   0.00073 
    2.47624   0.99997   0.00083 
    2.49125   0.99837   0.00075 
    2.50625   0.99973   0.00069 
    2.52126   0.99975   0.00068 
    2.53627   1.00022   0.00085 
    2.55128   1.00002   0.00068 
    2.56628   0.99961   0.00085 
    2.58129   1.00128   0.00062 
    2.59630   1.00010   0.00070 
    2.61131   0.99981   0.00072 
    2.62631   1.00002   0.00087 
    2.64132   1.00088   0.00073 
    2.65633   1.00165   0.00066 
    2.67134   1.00058   0.00068 
    2.68634   0.99994   0.00070 
    2.70135   1.00051   0.00063 
    2.71636   1.00185   0.00099 
    2.73137   0.99834   0.00091 
    2.74637   0.99964   0.00087 
    2.76138   0.99865   0.00080 
    2.77639   1.00004   0.00082 
    2.79140   1.00086   0.00095 
    2.80640   1.00016   0.00097 
    2.82141   0.99994   0.00069 
    2.83642   0.99990   0.00071 
    2.85143   1.00085   0.00075 
    2.86643   1.00018   0.00067 
    2.88144   1.00084   0.00083 
    2.89645   0.99972   0.00100 
    2.91146   0.99887   0.00069 
    2.92646   1.00047   0.00097 
    2.94147   1.00025   0.00076 
    2.95648   0.99971   0.00067 
    2.97149   0.99760   0.00075 
    2.98649   1.00054   0.00077 
    3.00150   0.99949   0.00065 
    3.01651   0.99996   0.00074 
    3.03152   0.99975   0.00061 
    3.04652   1.00053   0.00098 
    3.06153   0.99974   0.00085 
    3.07654   1.00030   0.00071 
    3.09155   0.99912   0.00075 
    3.10655   0.99948   0.00092 
    3.12156   0.99846   0.00087 
    3.13657   1.00087   0.00093 
    3.15158   1.00045   0.00099 
    3.16658   0.99904   0.00080 
    3.18159   1.00082   0.00074 
    3.19660   1.00109   0.00066 
    3.21161   1.00040   0.00069 
    3.22661   1.00035   0.00063 
    3.24162   0.99930   0.00092 
    3.25663   1.00044   0.00086 
    3.27164   0.99996   0.00073 
    3.28664   1.00044   0.00070 
    3.30165   0.99918   0.00088 
    3.31666   0.99845   0.00069 
    3.33167   0.99977   0.00093 
    3.34667   0.99950   0.00069 
    3.36168   0.99951   0.00081 
    3.37669   1.00080   0.00095 
    3.39170   0.99972   0.00064 
    3.40670   0.99959   0.00072 
    3.42171   0.99919   0.00085 
    3.43672   0.99951   0.00068 
    3.45173   0.99883   0.00065 
    3.46673   0.99961   0.00080 
    3.48174   1.00092   0.00071 
    3.49675   1.00016   0.00099 
    3.51176   0.99868   0.00092 
    3.52676   0.99995   0.00077 
    3.54177   0.99887   0.00060 
    3.55678   0.99992   0.00091 
    3.57179   1.00178   0.00086 
    3.58679   1.00200   0.00082 
    3.60180   1.00116   0.00069 
    3.61681   1.00054   0.00089 
    3.63182   0.99747   0.00088 
    3.64682   0.99449   0.00066 
    3.66183   0.99375   0.00081 
    3.67684   0.99258   0.00074 
    3.69185   0.99246   0.00082 
    3.70685   0.99344   0.00085 
    3.72186   0.99336   0.00091 
    3.73687   0.99375   0.00098 
    3.75188   0.99375   0.00084 
    3.76688   0.99338   0.00074 
    3.78189   0.99318   0.00086 
    3.79690   0.99614   0.00083 
    3.81191   0.99999   0.00095 
    3.82691   0.99986   0.00082 
    3.84192   0.99927   0.00073 
    3.85693   1.00034   0.00088 
    3.87194   0.99982   0.00081 
    3.88694   0.99855   0.00087 
    3.90195   1.00039   0.00067 
    3.91696   1.00132   0.00068 
    3.93197   0.99945   0.00083 
    3.94697   1.00026   0.00081 
    3.96198   0.99999   0.00077 
    3.97699   0.99923   0.00085 
    3.99200   1.00009   0.00099 
    4.00700   1.00161   0.00094 
    4.02201   0.99965   0.00074 
    4.03702   1.00099   0.00061 
    4.05203   0.99826   0.00099 
    4.06703   0.99990   0.00085 
    4.08204   1.00078   0.00090 
    4.09705   1.00070   0.00064 
    4.11206   0.99928   0.00072 
    4.12706   1.00033   0.00097 
    4.14207   0.99969   0.00094 
    4.15708   1.00155   0.00081 
    4.17209   1.00012   0.00089 
    4.18709   0.99957   0.00065 
    4.20210   1.00106   0.00092 
    4.21711   0.99927   0.00071 
    4.23212   1.00032   0.00089 
    4.24712   1.00215   0.00079 
    4.26213   1.00013   0.00080 
    4.27714   0.99973   0.00076 
    4.29215   1.00111   0.00084 
    4.30715   1.00037   0.00075 
    4.32216   0.99953   0.00077 
    4.33717   1.00071   0.00079 
    4.35218   0.99963   0.00081 
    4.36718   0.99891   0.00081 
    4.38219   1.00159   0.00082 
    4.39720   0.99865   0.00066 
    4.41221   0.99967   0.00080 
    4.42721   1.00134   0.00080 
    4.44222   1.00085   0.00089 
    4.45723   1.00077   0.00088 
    4.47224   0.99797   0.00089 
    4.48724   1.00068   0.00098 
    4.50225   0.99964   0.00062 
    4.51726   0.99987   0.00066 
    4.53227   1.00063   0.00068 
    4.54727   0.99991   0.00090 
    4.56228   0.99978   0.00077 
    4.57729   1.00061   0.00066 
    4.59230   0.99946   0.00092 
    4.60730   1.00061   0.00090 
    4.62231   0.99997   0.00092 
    4.63732   1.00090   0.00072 
    4.65233   0.99937   0.00063 
    4.66733   1.00047   0.00087 
    4.68234   0.99993   0.00070 
    4.69735   1.00088   0.00099 
    4.71236   1.00003   0.00091 
    4.72736   0.99954   0.00093 
    4.74237   1.00092   0.00097 
    4.75738   1.00170   0.00091 
    4.77239   1.00035   0.00081 
    4.78739   1.00109   0.00073 
    4.80240   1.00063   0.00066 
    4.81741   0.99933   0.00095 
    4.83242   0.99949   0.00093 
    4.84742   1.00056   0.00064 
    4.86243   0.99852   0.00080 
    4.87744   0.99955   0.00076 
    4.89245   1.00011   0.00074 
    4.90745   0.99975   0.00086 
    4.92246   0.99947   0.00099 
    4.93747   1.00067   0.00077 
    4.95248   0.99972   0.00087 
    4.96748   1.00050   0.00090 
    4.98249   1.00124   0.00077 
    4.99750   0.99928   0.00071 
    5.01251   1.00087   0.00079 
    5.02751   0.99987   0.00072 
    5.04252   0.99980   0.00090 
    5.05753   0.99990   0.00095 
    5.07254   0.99956   0.00074 
    5.08754   0.99980   0.00083 
    5.10255   1.00070   0.00066 
    5.11756   0.99990   0.00089 
    5.13257   1.00052   0.00069 
    5.14757   0.99883   0.00093 
    5.16258   1.00107   0.00063 
    5.17759   1.00019   0.00094 
    5.19260   0.99972   0.00074 
    5.20760   1.00050   0.00100 
    5.22261   1.00027   0.00080 
    5.23762   0.99986   0.00099 
    5.25263   1.00048   0.00084 
    5.26763   1.00176   0.00085 
    5.28264   1.00128   0.00078 
    5.29765   0.99982   0.00076 
    5.31266   0.99928   0.00067 
    5.32766   1.00064   0.00076 
    5.34267   0.99890   0.00097 
    5.35768   1.00106   0.00068 
    5.37269   1.00094   0.00075 
    5.38769   0.99942   0.00068 
    5.40270   1.00005   0.00069 
    5.41771   1.00074   0.00074 
    5.43272   1.00008   0.00067 
    5.44772   1.00045   0.00093 
    5.46273   1.00025   0.00091 
    5.47774   0.99868   0.00080 
    5.49275   0.99998   0.00090 
    5.50775   0.99858   0.00070 
    5.52276   1.00058   0.00065 
    5.53777   1.00024   0.00100 
    5.55278   0.99942   0.00080 
    5.56778   0.99934   0.00076 
    5.58279   0.99929   0.00095 
    5.59780   1.00028   0.00085 
    5.61281   0.99945   0.00064 
    5.62781   0.99775   0.00080 
    5.64282   0.99945   0.00085 
    5.65783   0.99908   0.00074 
    5.67284   1.00030   0.00070 
    5.68784   0.99964   0.00081 
    5.70285   1.00002   0.00071 
    5.71786   0.99917   0.00094 
    5.73287   1.00035   0.00090 
    5.74787   1.00140   0.00065 
    5.76288   1.00039   0.00088 
    5.77789   1.00074   0.00090 
    5.79290   0.99960   0.00061 
    5.80790   0.99926   0.00071 
    5.82291   1.00033   0.00096 
    5.83792   0.99962   0.00066 
    5.85293   0.99918   0.00088 
    5.86793   0.99951   0.00087 
    5.88294   1.00062   0.00075 
    5.89795   1.00039   0.00071 
    5.91296   1.00060   0.00071 
    5.92796   0.99957   0.00065 
    5.94297   1.00140   0.00098 
    5.95798   1.00227   0.00086 
    5.97299   1.00177   0.00061 
    5.98799   0.99942   0.00061 
    6.00300   1.00000   0.00088 
    6.01801   0.99952   0.00080 
    6.03302   1.00017   0.00093 
    6.04802   1.00132   0.00077 
    6.06303   1.00009   0.00097 
    6.07804   1.00153   0.00092 
    6.09305   1.00158   0.00062 
    6.10805   0.99979   0.00100 
    6.12306   1.00159   0.00066 
    6.13807   0.99998   0.00081 
    6.15308   1.00006   0.00099 
    6.16808   1.00097   0.00086 
    6.18309   1.00020   0.00078 
    6.19810   0.99908   0.00085 
    6.21311   0.99966   0.00092 
    6.22811   1.00091   0.00097 
    6.24312   1.00097   0.00071 
    6.25813   1.00188   0.00069 
    6.27314   1.00034   0.00092 
    6.28814   1.00007   0.00078 
    6.30315   1.00030   0.00090 
    6.31816   1.00175   0.00081 
    6.33317   1.00023   0.00071 
    6.34817   1.00130   0.00071 
    6.36318   1.00121   0.00075 
    6.37819   0.99951   0.00095 
    6.39320   0.99908   0.00060 
    6.40820   0.99994   0.00070 
    6.42321   1.00028   0.00070 
    6.43822   1.00088   0.00073 
    6.45323   0.99955   0.00090 
    6.46823   0.99867   0.00071 
    6.48324   0.99923   0.00089 
    6.49825   1.00051   0.00068 
    6.51326   1.00189   0.00086 
    6.52826   1.00141   0.00069 
    6.54327   1.00017   0.00066 
    6.55828   1.00110   0.00099 
    6.57329   1.00005   0.00082 
    6.58829   0.99950   0.00064 
    6.60330   0.99972   0.00086 
    6.61831   1.00034   0.00090 
    6.63332   1.00047   0.00072 
    6.64832   0.99957   0.00061 
    6.66333   1.00000   0.00085 
    6.67834   1.00036   0.00094 
    6.69335   1.00064   0.00095 
    6.70835   1.00025   0.00065 
    6.72336   1.00108   0.00075 
    6.73837   0.99858   0.00072 
    6.75338   0.99925   0.00098 
    6.76838   1.00100   0.00099 
    6.78339   1.00075   0.00072 
    6.79840   0.99998   0.00061 
    6.81341   0.99964   0.00082 
    6.82841   0.99968   0.00077 
    6.84342   1.00131   0.00078 
    6.85843   0.99981   0.00087 
    6.87344   0.99880   0.00065 
    6.88844   1.00067   0.00069 
    6.90345   0.99920   0.00085 
    6.91846   1.00065   0.00087 
    6.93347   0.99829   0.00079 
    6.94847   0.99837   0.00094 
    6.96348   1.00057   0.00085 
    6.97849   0.99954   0.00060 
    6.99350   0.99991   0.00071 
    7.00850   0.99800   0.00091 
    7.02351   0.99929   0.00071 
    7.03852   1.00009   0.00071 
    7.05353   1.00076   0.00068 
    7.06853   0.99773   0.00070 
    7.08354   1.00011   0.00072 
    7.09855   1.00034   0.00084 
    7.11356   0.99983   0.00074 
    7.12856   1.00112   0.00068 
    7.14357   0.99993   0.00062 
    7.15858   1.00010   0.00072 
    7.17359   0.99944   0.00071 
    7.18859   1.00026   0.00089 
    7.20360   1.00146   0.00062 
    7.21861   1.00010   0.00073 
    7.23362   1.00141   0.00076 
    7.24862   1.00038   0.00082 
    7.26363   0.99949   0.00086 
    7.27864   0.99950   0.00078 
    7.29365   1.00198   0.00087 
    7.30865   1.00020   0.00065 
    7.32366   1.00072   0.00077 
    7.33867   1.00060   0.00085 
    7.35368   1.00165   0.00065 
    7.36868   0.99954   0.00086 
    7.38369   1.00033   0.00070 
    7.39870   0.99985   0.00070 
    7.41371   0.99885   0.00094 
    7.42871   1.00072   0.00074 
    7.44372   1.00044   0.00091 
    7.45873   0.99914   0.00096 
    7.47374   0.99924   0.00092 
    7.48874   0.99919   0.00078 
    7.50375   0.99976   0.00065 
    7.51876   0.99945   0.00093 
    7.53377   0.99904   0.00092 
    7.54877   0.99972   0.00071 
    7.56378   1.00073   0.00075 
    7.57879   0.99972   0.00086 
    7.59380   0.99990   0.00076 
    7.60880   1.00091   0.00070 
    7.62381   0.99904   0.00081 
    7.63882   1.00015   0.00100 
    7.65383   0.99872   0.00085 
    7.66883   1.00038   0.00063 
    7.68384   0.99909   0.00081 
    7.69885   0.99924   0.00065 
    7.71386   0.99957   0.00090 
    7.72886   1.00013   0.00093 
    7.74387   0.99964   0.00066 
    7.75888   0.99920   0.00084 
    7.77389   0.99980   0.00091 
    7.78889   1.00037   0.00087 
    7.80390   0.99878   0.00070 
    7.81891   1.00162   0.00091 
    7.83392   1.00056   0.00092 
    7.84892   0.99937   0.00092 
    7.86393   1.00140   0.00091 
    7.87894   1.00040   0.00081 
    7.89395   0.99965   0.00063 
    7.90895   0.99965   0.00084 
    7.92396   1.00023   0.00099 
    7.93897   1.00070   0.00078 
    7.95398   0.99869   0.00095 
    7.96898   0.99900   0.00074 
    7.98399   1.00027   0.00088 
    7.99900   0.99832   0.00090 
    8.01401   0.99795   0.00090 
    8.02901   1.00047   0.00078 
    8.04402   1.00010   0.00062 
    8.05903   1.00084   0.00075 
    8.07404   0.99953   0.00092 
    8.08904   0.99901   0.00088 
    8.10405   1.00021   0.00075 
    8.11906   0.99967   0.00099 
    8.13407   0.99913   0.00098 
    8.14907   0.99923   0.00078 
    8.16408   1.00127   0.00078 
    8.17909   0.99976   0.00071 
    8.19410   1.00002   0.00091 
    8.20910   1.00028   0.00070 
    8.22411   1.00104   0.00072 
    8.23912   1.00031   0.00082 
    8.25413   1.00109   0.00083 
    8.26913   0.99934   0.00097 
    8.28414   1.00220   0.00064 
    8.29915   1.00012   0.00092 
    8.31416   1.00069   0.00094 
    8.32916   1.00018   0.00097 
    8.34417   1.00083   0.00086 
    8.35918   1.00094   0.00065 
    8.37419   0.99915   0.00072 
    8.38919   1.00000   0.00082 
    8.40420   1.00002   0.00090 
    8.41921   0.99490   0.00086 
    8.43422   0.99235   0.00089 
    8.44922   0.99146   0.00096 
    8.46423   0.99219   0.00082 
    8.47924   0.99331   0.00094 
    8.49425   0.99250   0.00070 
    8.50925   0.99116   0.00084 
    8.52426   0.99378   0.00100 
    8.53927   0.99436   0.00087 
    8.55428   0.99508   0.00097 
    8.56928   0.99318   0.00090 
    8.58429   0.99686   0.00078 
    8.59930   0.99863   0.00074 
    8.61431   0.99873   0.00069 
    8.62931   1.00012   0.00066 
    8.64432   1.00064   0.00079 
    8.65933   1.00142   0.00075 
    8.67434   0.99956   0.00092 
    8.68934   1.00076   0.00077 
    8.70435   0.99978   0.00085 
    8.71936   1.00015   0.00092 
    8.73437   0.99915   0.00100 
    8.74937   0.99946   0.00077 
    8.76438   0.99934   0.00065 
    8.77939   0.99862   0.00083 
    8.79440   1.00105   0.00099 
    8.80940   1.00139   0.00069 
    8.82441   1.00046   0.00093 
    8.83942   1.00017   0.00067 
    8.85443   1.00068   0.00083 
    8.86943   1.00068   0.00089 
    8.88444   0.99998   0.00082 
    8.89945   0.99964   0.00075 
    8.91446   0.99929   0.00072 
    8.92946   0.99988   0.00079 
    8.94447   1.00038   0.00088 
    8.95948   0.99854   0.00092 
    8.97449   1.00047   0.00069 
    8.98949   0.99807   0.00082 
    9.00450   0.99845   0.00067 
    9.01951   0.99958   0.00086 
    9.03452   0.99978   0.00079 
    9.04952   1.00004   0.00098 
    9.06453   1.00111   0.00067 
    9.07954   0.99968   0.00092 
    9.09455   0.99999   0.00091 
    9.10955   0.99866   0.00087 
    9.12456   0.99915   0.00082 
    9.13957   0.99966   0.00073 
    9.15458   1.00088   0.00098 
    9.16958   0.99986   0.00077 
    9.18459   1.00090   0.00099 
    9.19960   1.00004   0.00067 
    9.21461   1.00056   0.00062 
    9.22961   0.99954   0.00096 
    9.24462   0.99877   0.00061 
    9.25963   1.00025   0.00086 
    9.27464   1.00022   0.00091 
    9.28964   1.00111   0.00086 
    9.30465   0.99989   0.00073 
    9.31966   0.99919   0.00084 
    9.33467   1.00126   0.00098 
    9.34967   1.00185   0.00068 
    9.36468   0.99970   0.00072 
    9.37969   0.99922   0.00080 
    9.39470   1.00000   0.00068 
    9.40970   0.99953   0.00061 
    9.42471   1.00016   0.00062 
    9.43972   0.99949   0.00086 
    9.45473   1.00093   0.00082 
    9.46973   1.00071   0.00079 
    9.48474   1.00055   0.00066 
    9.49975   1.00060   0.00088 
    9.51476   0.99948   0.00080 
    9.52976   0.99855   0.00074 
    9.54477   1.00107   0.00085 
    9.55978   0.99937   0.00060 
    9.57479   0.99907   0.00090 
    9.58979   0.99934   0.00093 
    9.60480   1.00032   0.00096 
    9.61981   0.99918   0.00068 
    9.63482   0.99917   0.00100 
    9.64982   1.00101   0.00073 
    9.66483   1.00041   0.00100 
    9.67984   1.00079   0.00096 
    9.69485   0.99935   0.00070 
    9.70985   1.00205   0.00070 
    9.72486   0.99978   0.00094 
    9.73987   0.99919   0.00092 
    9.75488   0.99992   0.00076 
    9.76988   0.99923   0.00099 
    9.78489   1.00015   0.00067 
    9.79990   1.00027   0.00067 
    9.81491   0.99867   0.00091 
    9.82991   0.99911   0.00091 
    9.84492   1.00085   0.00072 
    9.85993   1.00078   0.00090 
    9.87494   1.00034   0.00068 
    9.88994   0.99981   0.00077 
    9.90495   0.99998   0.00088 
    9.91996   1.00105   0.00060 
    9.93497   1.00082   0.00094 
    9.94997   0.99990   0.00065 
    9.96498   0.99997   0.00097 
    9.97999   1.00032   0.00077 
    9.99500   1.00078   0.00061 
   10.01001   0.99938   0.00073 
   10.02501   0.99995   0.00061 
   10.04002   0.99960   0.00082 
   10.05503   0.99898   0.00084 
   10.07004   0.99950   0.00096 
   10.08504   0.99968   0.00075 
   10.10005   1.00012   0.00069 
   10.11506   1.00042   0.00098 
   10.13007   1.00014   0.00067 
   10.14507   0.99907   0.00065 
   10.16008   0.99859   0.00095 
   10.17509   1.00029   0.00092 
   10.19010   0.99905   0.00100 
   10.20510   1.00104   0.00076 
   10.22011   1.00078   0.00066 
   10.23512   0.99888   0.00071 
   10.25013   0.99911   0.00065 
   10.26513   1.00143   0.00093 
   10.28014   0.99905   0.00095 
   10.29515   1.00173   0.00068 
   10.31016   0.99922   0.00063 
   10.32516   1.00068   0.00074 
   10.34017   1.00005   0.00069 
   10.35518   1.00033   0.00081 
   10.37019   1.00023   0.00070 
   10.38519   1.00162   0.00071 
   10.40020   0.99959   0.00082 
   10.41521   1.00002   0.00064 
   10.43022   1.00037   0.00098 
   10.44522   1.00123   0.00061 
   10.46023   0.99946   0.00096 
   10.47524   1.00047   0.00063 
   10.49025   1.00107   0.00093 
   10.50525   0.99894   0.00072 
   10.52026   0.99981   0.00063 
   10.53527   0.99957   0.00087 
   10.55028   1.00046   0.00100 
   10.56528   0.99899   0.00069 
   10.58029   1.00053   0.00072 
   10.59530   0.99934   0.00062 
   10.61031   1.00041   0.00093 
   10.62531   1.00034   0.00060 
   10.64032   0.99938   0.00072 
   10.65533   0.99922   0.00099 
   10.67034   1.00106   0.00083 
   10.68534   0.99864   0.00072 
   10.70035   0.99919   0.00077 
   10.71536   0.99997   0.00082 
   10.73037   1.00052   0.00063 
   10.74537   0.99886   0.00068 
   10.76038   0.99957   0.00083 
   10.77539   1.00075   0.00081 
   10.79040   1.00040   0.00089 
   10.80540   1.00000   0.00076 
   10.82041   0.99997   0.00096 
   10.83542   1.00122   0.00097 
   10.85043   1.00015   0.00095 
   10.86543   0.99913   0.00086 
   10.88044   0.99885   0.00091 
   10.89545   1.00126   0.00064 
   10.91046   1.00064   0.00080 
   10.92546   1.00092   0.00070 
   10.94047   1.00098   0.00095 
   10.95548   0.99980   0.00092 
   10.97049   0.99989   0.00095 
   10.98549   0.99972   0.00096 
   11.00050   0.99954   0.00084 
   11.01551   1.00056   0.00072 
   11.03052   0.99879   0.00072 
   11.04552   0.99963   0.00065 
   11.06053   0.99885   0.00078 
   11.07554   1.00136   0.00060 
   11.09055   1.00051   0.00061 
   11.10555   0.99986   0.00089 
   11.12056   0.99959   0.00068 
   11.13557   1.00013   0.00062 
   11.15058   1.00131   0.00082 
   11.16558   1.00212   0.00066 
   11.18059   0.99949   0.00099 
   11.19560   0.99809   0.00087 
   11.21061   1.00148   0.00090 
   11.22561   0.99933   0.00093 
   11.24062   0.99922   0.00088 
   11.25563   1.00002   0.00080 
   11.27064   1.00004   0.00095 
   11.28564   0.99959   0.00078 
   11.30065   1.00086   0.00083 
   11.31566   1.00032   0.00082 
   11.33067   1.00030   0.00087 
   11.34567   0.99949   0.00063 
   11.36068   1.00168   0.00072 
   11.37569   0.99881   0.00095 
   11.39070   1.00079   0.00089 
   11.40570   1.00047   0.00093 
   11.42071   0.99889   0.00074 
   11.43572   1.00050   0.00066 
   11.45073   0.99959   0.00068 
   11.46573   1.00036   0.00097 
   11.48074   1.00004   0.00093 
   11.49575   1.00053   0.00083 
   11.51076   0.99986   0.00091 
   11.52576   1.00089   0.00091 
   11.54077   0.99992   0.00075 
   11.55578   1.00235   0.00090 
   11.57079   1.00099   0.00074 
   11.58579   1.00036   0.00071 
   11.60080   1.00073   0.00075 
   11.61581   0.99970   0.00098 
   11.63082   0.99944   0.00060 
   11.64582   0.99858   0.00096 
   11.66083   1.00167   0.00074 
   11.67584   0.99977   0.00081 
   11.69085   1.00008   0.00062 
   11.70585   1.00005   0.00075 
   11.72086   1.00126   0.00097 
   11.73587   1.00118   0.00082 
   11.75088   0.99968   0.00078 
   11.76588   1.00054   0.00072 
   11.78089   0.99945   0.00062 
   11.79590   0.99947   0.00097 
   11.81091   1.00091   0.00095 
   11.82591   1.00018   0.00072 
   11.84092   1.00117   0.00080 
   11.85593   1.00003   0.00062 
   11.87094   0.99850   0.00061 
   11.88594   1.00161   0.00078 
   11.90095   1.00086   0.00063 
   11.91596   1.00030   0.00084 
   11.93097   0.99969   0.00076 
   11.94597   1.00023   0.00063 
   11.96098   1.00038   0.00086 
   11.97599   0.99843   0.00070 
   11.99100   0.99947   0.00070 
   12.00600   1.00008   0.00079 
   12.02101   1.00014   0.00098 
   12.03602   1.00008   0.00083 
   12.05103   1.00008   0.00090 
   12.06603   1.00108   0.00064 
   12.08104   1.00025   0.00092 
   12.09605   1.00006   0.00075 
   12.11106   1.00057   0.00079 
   12.12606   1.00015   0.00099 
   12.14107   0.99952   0.00083 
   12.15608   0.99947   0.00076 
   12.17109   0.99948   0.00079 
   12.18609   0.99904   0.00065 
   12.20110   0.99955   0.00096 
   12.21611   1.00023   0.00077 
   12.23112   0.99953   0.00087 
   12.24612   1.00057   0.00097 
   12.26113   1.00151   0.00071 
   12.27614   1.00111   0.00088 
   12.29115   1.00008   0.00065 
   12.30615   1.00065   0.00095 
   12.32116   0.99971   0.00068 
